Reg,Faculty,Province,Year,Language,Friends,SameProvince_pct,SameFaculty_pct,SocMember,Societies,SocHours,ComfortScore,Hobbies,Barriers,FriendshipForm,MixerInterest,Silo_Index,data_source,Silo_Label,SocMember_bin,HighSilo,h_Music,h_Art,h_Cooking,h_Fitness,h_Football,h_Hiking,h_Coding__Programming,h_Reading,h_Debating,h_Gaming,h_Cricket,h_Photography,h_Travelling,h_Skating,Cluster
ANON-2025458,Computer Science (CS),Balochistan,1st Year (Freshie),Punjabi,4.0,12.5,37.5,Yes,"ACM, Microsoft Club Giki",4.0,5.0,"Cooking, Debating, Hiking, Coding / Programming",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,5
ANON-2024666,Computer Science (CS),KPK,2nd Year,Pashto,4.0,37.5,37.5,Yes,Science Society,1.5,1.0,"Coding / Programming, Football, Fitness",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.609375,synthetic,High,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
ANON-2024123,Data Science,Punjab,2nd Year,Urdu,4.0,12.5,62.5,Yes,Science Society,0.5,3.0,"Cooking, Skating, Music",Lack of time,Society / club,"Yes, definitely",0.671875,synthetic,High,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7
ANON-2024199,Computer Science (CS),Punjab,3rd Year,Urdu,8.0,12.5,37.5,Yes,"Science Society, Microsoft Club Giki",4.0,4.0,"Art, Cricket, Football, Reading, Cooking",Lack of time,Hostel wing / roommate,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,4
ANON-2024109,Computer Science (CS),KPK,2nd Year,Pashto,4.0,62.5,12.5,Yes,Microsoft Club Giki,0.5,5.0,"Art, Reading",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.671875,synthetic,High,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
ANON-2024350,Computer Engineering,Punjab,2nd Year,Pashto,1.0,37.5,62.5,Yes,"Project Topi, Science Society",1.5,3.0,"Cooking, Music",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.765625,synthetic,High,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
ANON-2023316,Electrical Engineering (EE),Punjab,1st Year (Freshie),Urdu,4.0,87.5,87.5,No,,0.0,5.0,"Football, Fitness, Reading, Travelling",I already interact with diverse groups — no barrier,Society / club,"Yes, definitely",0.984375,synthetic,High,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
ANON-2024513,Data Science,Punjab,3rd Year,Urdu,12.0,12.5,37.5,Yes,IEEE,4.0,3.0,"Hiking, Football, Music",No shared classes,Hostel wing / roommate,Maybe,0.453125,synthetic,Moderate,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ANON-2024423,Software Engineering,KPK,2nd Year,Pashto,4.0,87.5,37.5,Yes,"GDSC, Microsoft Club Giki",0.5,3.0,"Coding / Programming, Debating, Fitness, Football",I already interact with diverse groups — no barrier,Random / organic,Maybe,0.921875,synthetic,High,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
ANON-2023966,Computer Engineering,Punjab,2nd Year,Pashto,4.0,37.5,37.5,Yes,Microsoft Club Giki,1.5,5.0,"Travelling, Coding / Programming",I already interact with diverse groups — no barrier,Society / club,Maybe,0.609375,synthetic,High,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
ANON-2023506,Computer Science (CS),Sindh,3rd Year,Punjabi,1.0,12.5,37.5,Yes,"ACM, IEEE",1.5,3.0,"Football, Music, Cricket",Never thought about it,Society / club,"Yes, definitely",0.453125,synthetic,Moderate,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4
ANON-2024444,Computer Science (CS),Punjab,2nd Year,Urdu,4.0,37.5,12.5,Yes,"ACM, Microsoft Club Giki",1.5,5.0,"Music, Football, Gaming",I already interact with diverse groups — no barrier,Random / organic,Maybe,0.453125,synthetic,Moderate,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
ANON-2024620,Data Science,KPK,1st Year (Freshie),Punjabi,1.0,12.5,37.5,Yes,Science Society,0.5,5.0,"Art, Cooking, Debating, Coding / Programming",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,5
ANON-2023531,Data Science,Punjab,3rd Year,Punjabi,8.0,12.5,62.5,Yes,Microsoft Club Giki,0.5,5.0,"Art, Hiking, Cooking",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.671875,synthetic,High,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
ANON-2023843,Data Science,Punjab,2nd Year,Pashto,4.0,62.5,37.5,Yes,"ACM, Microsoft Club Giki",0.5,4.0,"Hiking, Fitness, Cooking, Coding / Programming",I already interact with diverse groups — no barrier,Society / club,Maybe,0.765625,synthetic,High,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3
ANON-2024363,Computer Engineering,KPK,1st Year (Freshie),Pashto,4.0,12.5,12.5,Yes,"Project Topi, ACM",0.5,5.0,"Music, Cricket, Hiking",Never thought about it,Hostel wing / roommate,"Yes, definitely",0.234375,synthetic,Low,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4
ANON-2024248,Data Science,Punjab,2nd Year,Punjabi,4.0,87.5,12.5,Yes,"Science Society, Project Topi",0.5,5.0,"Art, Coding / Programming",Lack of time,Society / club,"Yes, definitely",0.890625,synthetic,High,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
ANON-2024518,Computer Science (CS),KPK,1st Year (Freshie),Urdu,1.0,37.5,62.5,Yes,"Project Topi, ACM",0.5,4.0,"Hiking, Fitness, Reading, Cooking",I already interact with diverse groups — no barrier,Society / club,"Yes, definitely",0.765625,synthetic,High,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2
ANON-2023921,Software Engineering,KPK,2nd Year,Pashto,1.0,12.5,87.5,Yes,"ACM, Science Society",0.5,5.0,"Hiking, Music, Debating",Lack of time,Society / club,"Yes, definitely",0.890625,synthetic,High,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
ANON-2024927,Data Science,Sindh,3rd Year,Pashto,4.0,12.5,37.5,Yes,Project Topi,4.0,5.0,"Music, Hiking, Cooking, Reading",I already interact with diverse groups — no barrier,Society / club,"Yes, definitely",0.453125,synthetic,Moderate,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2
ANON-2025884,Data Science,Punjab,2nd Year,Pashto,4.0,12.5,12.5,Yes,"Microsoft Club Giki, Project Topi",4.0,4.0,"Art, Travelling, Football",Never thought about it,Society / club,"Yes, definitely",0.234375,synthetic,Low,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
ANON-2023522,Computer Engineering,Punjab,2nd Year,Urdu,4.0,12.5,37.5,Yes,"Microsoft Club Giki, GDSC",0.5,3.0,"Cooking, Gaming, Hiking, Art",I already interact with diverse groups — no barrier,Random / organic,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3
ANON-2024120,Data Science,Punjab,2nd Year,Pashto,4.0,37.5,62.5,Yes,Project Topi,0.5,3.0,"Music, Travelling, Debating, Gaming, Art",I already interact with diverse groups — no barrier,Random / organic,"Yes, definitely",0.765625,synthetic,High,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5
ANON-2023604,Electrical Engineering (EE),Punjab,3rd Year,Punjabi,4.0,62.5,12.5,Yes,"Project Topi, ACM",0.5,4.0,"Travelling, Gaming, Music, Reading",I already interact with diverse groups — no barrier,Random / organic,"Yes, definitely",0.671875,synthetic,High,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6
ANON-2024428,Computer Science (CS),International Student,4th Year,Other,4.0,12.5,12.5,Yes,"IEEE, Microsoft Club Giki",0.5,4.0,"Art, Music, Hiking",Never thought about it,Shared classes,Maybe,0.234375,synthetic,Low,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ANON-2023501,Software Engineering,KPK,1st Year (Freshie),Other,4.0,62.5,37.5,Yes,Microsoft Club Giki,4.0,5.0,"Cooking, Fitness, Travelling",No shared classes,Hostel wing / roommate,Maybe,0.765625,synthetic,High,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2
ANON-2024337,Data Science,Punjab,2nd Year,Punjabi,4.0,12.5,62.5,Yes,IEEE,4.0,5.0,"Travelling, Art, Reading, Skating",No shared classes,Random / organic,No,0.671875,synthetic,High,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7
ANON-2023129,Data Science,Punjab,1st Year (Freshie),Pashto,1.0,37.5,37.5,Yes,Microsoft Club Giki,1.5,5.0,"Hiking, Coding / Programming, Art, Fitness",I already interact with diverse groups — no barrier,Shared classes,Maybe,0.609375,synthetic,High,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3
ANON-2024333,Data Science,KPK,4th Year,Urdu,8.0,12.5,12.5,Yes,Project Topi,1.5,4.0,"Music, Coding / Programming, Art, Cricket",I already interact with diverse groups — no barrier,Shared classes,Maybe,0.234375,synthetic,Low,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,4
ANON-2024970,Data Science,Punjab,2nd Year,Punjabi,4.0,62.5,37.5,No,,0.0,4.0,"Hiking, Cooking",Never thought about it,Random / organic,Maybe,0.765625,synthetic,High,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
ANON-2023763,Data Science,KPK,2nd Year,Pashto,4.0,62.5,12.5,Yes,"Microsoft Club Giki, ACM",1.5,5.0,"Coding / Programming, Travelling, Fitness",I already interact with diverse groups — no barrier,Hostel wing / roommate,Maybe,0.671875,synthetic,High,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6
ANON-2025223,Data Science,Punjab,2nd Year,Urdu,4.0,12.5,37.5,Yes,"Microsoft Club Giki, ACM",1.5,5.0,"Hiking, Art, Fitness",I already interact with diverse groups — no barrier,Random / organic,No,0.453125,synthetic,Moderate,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
ANON-2025455,Data Science,Punjab,3rd Year,Urdu,4.0,62.5,12.5,Yes,Project Topi,4.0,5.0,"Music, Coding / Programming",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.671875,synthetic,High,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
ANON-2025499,Computer Science (CS),KPK,3rd Year,Urdu,1.0,12.5,12.5,Yes,"Microsoft Club Giki, Science Society",0.5,5.0,"Fitness, Coding / Programming, Music, Reading",I already interact with diverse groups — no barrier,Random / organic,Maybe,0.234375,synthetic,Low,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
ANON-2024264,Data Science,Balochistan,1st Year (Freshie),Pashto,4.0,37.5,87.5,Yes,"Science Society, GDSC",7.0,5.0,"Art, Travelling, Hiking, Fitness, Skating",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.921875,synthetic,High,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,7
ANON-2024709,Computer Science (CS),Punjab,1st Year (Freshie),Urdu,8.0,37.5,12.5,Yes,"Project Topi, ACM",4.0,5.0,"Art, Debating, Football",Never thought about it,Society / club,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
ANON-2024754,Computer Science (CS),Punjab,2nd Year,Pashto,4.0,12.5,12.5,Yes,"Project Topi, GDSC",4.0,5.0,"Football, Art, Fitness",Social anxiety,Society / club,"Yes, definitely",0.234375,synthetic,Low,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
ANON-2023107,Computer Engineering,Punjab,1st Year (Freshie),Urdu,4.0,12.5,62.5,Yes,Microsoft Club Giki,4.0,5.0,"Coding / Programming, Hiking, Gaming",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.671875,synthetic,High,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
ANON-2024712,Computer Engineering,KPK,1st Year (Freshie),Pashto,4.0,12.5,12.5,Yes,"Project Topi, ACM",7.0,5.0,"Hiking, Music, Football",Never thought about it,Society / club,No,0.234375,synthetic,Low,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ANON-2024765,Computer Science (CS),International Student,2nd Year,Other,4.0,12.5,37.5,Yes,Microsoft Club Giki,0.5,3.0,"Coding / Programming, Art",Lack of time,Hostel wing / roommate,No,0.453125,synthetic,Moderate,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
ANON-2023516,Computer Engineering,KPK,3rd Year,Urdu,8.0,12.5,12.5,Yes,Microsoft Club Giki,4.0,4.0,"Music, Cooking, Fitness",Never thought about it,Hostel wing / roommate,"Yes, definitely",0.234375,synthetic,Low,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ANON-2024100,Software Engineering,KPK,2nd Year,Punjabi,12.0,37.5,12.5,Yes,Microsoft Club Giki,0.5,5.0,"Cooking, Travelling, Reading, Art",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.453125,synthetic,Moderate,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2
ANON-2024241,Data Science,Punjab,2nd Year,Other,8.0,37.5,37.5,Yes,Project Topi,4.0,5.0,"Reading, Cooking, Cricket, Music",I already interact with diverse groups — no barrier,Society / club,Maybe,0.609375,synthetic,High,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4
ANON-2024886,Data Science,KPK,4th Year,Urdu,4.0,87.5,37.5,Yes,ACM,0.5,5.0,"Music, Travelling, Reading, Cooking",I already interact with diverse groups — no barrier,Shared classes,Maybe,0.921875,synthetic,High,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2
ANON-2024161,Computer Science (CS),Punjab,2nd Year,Urdu,8.0,37.5,62.5,Yes,ACM,1.5,1.0,"Music, Hiking, Skating, Football",I already interact with diverse groups — no barrier,Random / organic,No,0.765625,synthetic,High,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,7
ANON-2023758,Data Science,KPK,2nd Year,Urdu,8.0,37.5,37.5,Yes,"Science Society, Project Topi",1.5,5.0,"Fitness, Hiking, Coding / Programming, Art",I already interact with diverse groups — no barrier,Random / organic,Maybe,0.609375,synthetic,High,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3
ANON-2024879,Data Science,Punjab,2nd Year,Pashto,4.0,12.5,37.5,No,,0.0,5.0,"Debating, Art, Fitness, Hiking",I already interact with diverse groups — no barrier,Shared classes,"Yes, definitely",0.453125,synthetic,Moderate,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5
ANON-2025876,Computer Science (CS),Punjab,2nd Year,Pashto,8.0,37.5,37.5,Yes,"Project Topi, Microsoft Club Giki",0.5,1.0,"Cooking, Gaming, Reading, Football",I already interact with diverse groups — no barrier,Shared classes,Maybe,0.609375,synthetic,High,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2
ANON-2024400,Data Science,KPK,1st Year (Freshie),Urdu,1.0,62.5,37.5,No,,0.0,4.0,"Cricket, Travelling, Football, Music",Never thought about it,Random / organic,Maybe,0.765625,synthetic,High,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4
ANON-2025896,Computer Engineering,Punjab,3rd Year,Urdu,8.0,87.5,37.5,Yes,Microsoft Club Giki,1.5,5.0,"Cooking, Hiking, Music, Debating",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.921875,synthetic,High,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5
ANON-2024378,Computer Engineering,KPK,1st Year (Freshie),Punjabi,4.0,37.5,37.5,Yes,"Science Society, GDSC",0.5,3.0,"Music, Fitness, Football, Art",I already interact with diverse groups — no barrier,Hostel wing / roommate,"Yes, definitely",0.609375,synthetic,High,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
ANON-2023106,Computer Engineering,KPK,2nd Year,Urdu,4.0,12.5,12.5,Yes,"ACM, Project Topi",0.5,5.0,"Football, Cooking",I already interact with diverse groups — no barrier,Random / organic,"Yes, definitely",0.234375,synthetic,Low,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ANON-2023533,Data Science,KPK,2nd Year,Urdu,4.0,12.5,87.5,Yes,Microsoft Club Giki,0.5,4.0,"Music, Reading, Cricket",I already interact with diverse groups — no barrier,Hostel wing / roommate,Maybe,0.890625,synthetic,High,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4
ANON-2025300,Data Science,Punjab,2nd Year,Urdu,8.0,87.5,12.5,Yes,Project Topi,0.5,4.0,"Cooking, Cricket, Fitness, Hiking, Music",I already interact with diverse groups — no barrier,Random / organic,"Yes, definitely",0.890625,synthetic,High,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,4
ANON-2024736,Computer Science (CS),KPK,3rd Year,Urdu,4.0,87.5,37.5,Yes,Microsoft Club Giki,0.5,4.0,"Hiking, Reading, Fitness",Social anxiety,Society / club,"Yes, definitely",0.921875,synthetic,High,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
ANON-2024345,Computer Engineering,KPK,2nd Year,Pashto,4.0,87.5,87.5,Yes,Microsoft Club Giki,0.5,1.0,"Coding / Programming, Music",Never thought about it,Hostel wing / roommate,"Yes, definitely",0.984375,synthetic,High,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
ANON-2025598,Data Science,Balochistan,4th Year,Urdu,12.0,12.5,12.5,Yes,"Project Topi, ACM",0.5,5.0,"Football, Skating, Fitness",Lack of time,Hostel wing / roommate,No,0.234375,synthetic,Low,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7
ANON-2024819,Software Engineering,KPK,4th Year,Urdu,8.0,62.5,37.5,Yes,IEEE,0.5,4.0,"Debating, Music, Football, Reading",I already interact with diverse groups — no barrier,Random / organic,No,0.765625,synthetic,High,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
ANON-2023843,Software Engineering,KPK,2nd Year,Pashto,8.0,12.5,12.5,Yes,"Science Society, ACM",0.5,5.0,"Gaming, Football, Travelling, Music, Fitness",Never thought about it,Random / organic,"Yes, definitely",0.234375,synthetic,Low,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
ANON-2024755,Data Science,KPK,1st Year (Freshie),Urdu,4.0,62.5,37.5,Yes,Project Topi,0.5,5.0,"Art, Travelling, Cooking",Lack of time,Society / club,Maybe,0.765625,synthetic,High,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2
